Age,Income,Attitude_diff
1,1,0.0943860195859464
1,2,0.1535682418569777
1,3,0.19494637381325491
2,1,-0.06097105566379533
2,2,-0.03233132463732652
2,3,-0.032587121915705314
3,1,0.01469956328972165
3,2,-0.022933298533981697
3,3,-0.03008412654808695
