Education,Age,Attitude_diff
1,1,0.05931884344888244
1,2,-0.02087690208192751
1,3,0.04275667991730983
2,1,0.009386319832148295
2,2,-0.06805541957833655
2,3,-0.02073850554751013
3,1,0.15494217740214014
3,2,-0.043872609484035416
3,3,-0.04755878005773687
4,1,0.36804798337186057
4,2,0.105528404047627
4,3,-0.07058926014343167
