Attitude,Education,Age,Income,HomosexualPeopleYouKnow,HowMuchYouAgreeThatHavingBoysBetterThanGirls1
1,2.226552868658132,2.0439070649596967,1.9941204362256995,0.00559506875296349,2.130488383119962
2,2.4155612749950506,1.9643634923777469,2.053652742031281,0.06216590774104138,2.03662641061176
3,2.529790660225443,1.8099838969404187,2.1159420289855073,0.2962962962962963,1.9371980676328502
